nan,,,,,,,,,,,,,,
1180,0.99864568,0.999813819,0.999998404,0.999996878,,0.998644489,0.994929399,0.966424686,0.021170208,,1,1,0.999999795,0.078347205
1200,0.998873517,0.999866588,0.999999191,0.999998552,,0.99887249,0.995759611,0.971175331,0.025530506,,1,1,0.999999851,0.085203499
1220,0.99906281,0.999904536,0.999999593,0.999999336,,0.999061926,0.996455333,0.975288626,0.030528415,,1,1,0.999999892,0.09237555
1240,0.999220089,0.999931776,0.999999796,0.999999699,,0.999219329,0.997037936,0.978842838,0.036210126,,1,1,0.999999921,0.099857573
1260,0.999350785,0.999951299,0.999999899,0.999999865,,0.999350131,0.997525504,0.98190813,0.042618468,,1,1,0.999999942,0.107642744
1280,0.999459405,0.99996527,0.99999995,0.99999994,,0.999458843,0.997933313,0.984547078,0.049792053,,1,1,0.999999958,0.115723267
1300,0.999549696,0.999975256,0.999999975,0.999999973,,0.999549214,0.998274244,0.986815229,0.057764488,,1,1,0.999999969,0.12409045
1320,0.999624767,0.999982384,0.999999988,0.999999988,,0.999624354,0.998559145,0.988761683,0.066563672,,1,1,0.999999977,0.132734774
1340,0.999687201,0.999987467,0.999999994,0.999999995,,0.999686846,0.998797138,0.99042967,0.0762112,,1,1,0.999999983,0.141645971
1360,0.999739139,0.999991088,0.999999997,0.999999998,,0.999738835,0.998995886,0.991857117,0.086721873,,1,1,0.999999988,0.150813104
1380,0.99978236,0.999993666,0.999999999,0.999999999,,0.999782099,0.999161819,0.993077193,0.098103349,,1,1,0.999999991,0.160224637
1400,0.999818338,0.999995501,0.999999999,1,,0.999818115,0.999300326,0.994118817,0.110355914,,1,1,0.999999993,0.169868519
1420,0.999848299,0.999996804,1,1,,0.999848107,0.999415923,0.995007133,0.123472389,,1,1,0.999999995,0.179732252
1440,0.999873258,0.999997731,1,1,,0.999873094,0.999512388,0.995763948,0.137438174,,1,1,0.999999996,0.189802969
1460,0.999894059,0.999998389,1,1,,0.999893918,0.999592881,0.996408133,0.152231408,,1,1,0.999999997,0.200067503
1480,0.999911401,0.999998857,1,1,,0.999911281,0.999660045,0.996955977,0.167823254,,1,1,0.999999998,0.210512455
1500,0.999925867,0.999999189,1,1,,0.999925764,0.999716086,0.99742152,0.184178286,,1,1,0.999999998,0.221124262
1520,0.999937939,0.999999424,1,1,,0.99993785,0.999762849,0.997816836,0.201254975,,1,1,0.999999999,0.231889258
1540,0.999948017,0.999999591,1,1,,0.999947942,0.999801871,0.99815229,0.219006248,,1,1,0.999999999,0.242793732
1560,0.999956435,0.99999971,1,1,,0.999956371,0.999834437,0.998436772,0.237380112,,1,1,0.999999999,0.253823985
1580,0.999963471,0.999999794,1,1,,0.999963415,0.999861618,0.998677888,0.256320335,,1,1,1,0.264966382
1600,0.999969353,0.999999854,1,1,,0.999969305,0.999884307,0.998882142,0.27576715,,1,1,1,0.276207401
1620,0.999974273,0.999999896,1,1,,0.999974233,0.999903251,0.999055087,0.295657984,,1,1,1,0.287533674
1640,0.999978392,0.999999926,1,1,,0.999978357,0.99991907,0.999201459,0.315928189,,1,1,1,0.298932034
1660,0.999981841,0.999999947,1,1,,0.999981811,0.999932282,0.999325292,0.336511765,,1,1,1,0.310389546
1680,0.999984731,0.999999963,1,1,,0.999984705,0.99994332,0.99943002,0.357342061,,1,1,1,0.321893544
1700,0.999987153,0.999999973,1,1,,0.999987131,0.999952544,0.999518562,0.37835245,,1,1,1,0.333431662
1720,0.999989185,0.999999981,1,1,,0.999989166,0.999960253,0.999593397,0.399476957,,1,1,1,0.344991857
1740,0.99999089,0.999999987,1,1,,0.999990874,0.999966698,0.999656633,0.420650846,,1,1,1,0.356562438
1760,0.999992322,0.99999999,1,1,,0.999992309,0.999972089,0.999710056,0.441811156,,1,1,1,0.368132081
1780,0.999993526,0.999999993,1,1,,0.999993514,0.999976598,0.999755179,0.462897173,,1,1,1,0.379689848
1800,0.999994537,0.999999995,1,1,,0.999994527,0.999980371,0.999793285,0.483850852,,1,1,1,0.391225202
1820,0.999995388,0.999999997,1,1,,0.999995379,0.99998353,0.999825463,0.50461717,,1,1,1,0.40272802
1840,0.999996104,0.999999998,1,1,,0.999996096,0.999986175,0.99985263,0.525144428,,1,1,1,0.4141886
1860,0.999996707,0.999999998,1,1,,0.9999967,0.999988391,0.999875565,0.545384486,,1,1,1,0.425597669
1880,0.999997214,0.999999999,1,1,,0.999997209,0.999990247,0.999894926,0.565292944,,1,1,1,0.436946386
1900,0.999997643,0.999999999,1,1,,0.999997638,0.999991804,0.99991127,0.584829269,,1,1,1,0.448226347
1920,0.999998004,0.999999999,1,1,,0.999998,0.999993109,0.999925066,0.603956867,,1,1,1,0.459429583
1940,0.999998309,1,1,1,,0.999998305,0.999994204,0.999936711,0.622643111,,1,1,1,0.470548564
1960,0.999998566,1,1,1,,0.999998563,0.999995123,0.999946541,0.640859325,,1,1,1,0.481576188
1980,0.999998784,1,1,1,,0.999998781,0.999995894,0.999954839,0.658580725,,1,1,1,0.492505786
2000,0.999998968,1,1,1,,0.999998966,0.999996542,0.999961844,0.675786333,,1,1,1,0.503331108
2020,0.999999124,1,1,1,,0.999999122,0.999997086,0.999967758,0.692458856,,1,1,1,0.514046324
2040,0.999999255,1,1,1,,0.999999254,0.999997544,0.999972751,0.708584536,,1,1,1,0.524646011
2060,0.999999367,1,1,1,,0.999999365,0.999997929,0.999976968,0.72415299,,1,1,1,0.535125147
2080,0.999999461,1,1,1,,0.99999946,0.999998253,0.999980528,0.73915702,,1,1,1,0.545479102
2100,0.999999542,1,1,1,,0.99999954,0.999998525,0.999983535,0.753592419,,1,1,1,0.555703626
